Displacement,Load
2.32953,157.44168
2.33035,157.44299
2.33117,157.45639
2.33202,157.46986
2.33288,157.48991
2.33371,157.51199
2.33454,157.50682
2.33537,157.51463
2.33618,157.51198
2.33704,157.53397
2.33788,157.54065
2.33871,157.54982
2.33953,157.54584
2.34036,157.5527
2.34119,157.55826
2.34204,157.56801
2.34288,157.58528
2.3437,157.58365
2.34453,157.57997
2.34536,157.59621
2.34619,157.60104
2.34704,157.6144
2.34787,157.62361
2.3487,157.61911
2.34953,157.62701
2.35037,157.63573
2.35119,157.6441
2.35202,157.65294
2.35286,157.66353
2.35369,157.68401
2.35453,157.67552
2.35537,157.69518
2.35619,157.69144
2.35702,157.70354
2.35786,157.71236
2.35871,157.71715
2.35954,157.72519
2.36037,157.72482
2.36118,157.72392
2.36202,157.73563
2.36287,157.74718
2.36371,157.74744
2.36454,157.74907
2.36537,157.75447
2.36618,157.74963
2.36703,157.76416
2.36787,157.78026
2.36871,157.80022
2.36954,157.80139
2.37036,157.80141
2.37118,157.80432
2.37203,157.83328
2.37287,157.83185
2.3737,157.85017
2.37452,157.85484
2.37536,157.86545
2.37618,157.86404
2.37703,157.87901
2.37787,157.88516
2.3787,157.89731
2.37952,157.89883
2.38035,157.90669
2.38119,157.91344
2.38204,157.92493
2.38287,157.93312
2.3837,157.93706
2.38452,157.93385
2.38535,157.94006
2.38619,157.95915
2.38703,157.97279
2.38787,157.9774
2.3887,157.98203
2.38954,157.99828
2.39037,158.00597
2.3912,158.0173
2.39203,158.02322
2.39287,158.0332
2.3937,158.04097
2.39454,158.05589
2.39537,158.05624
2.39619,158.0545
2.39702,158.06403
2.39787,158.07735
2.3987,158.08119
2.39954,158.09293
2.40036,158.08981
2.40118,158.08075
2.40202,158.09454
2.40286,158.11298
2.40371,158.10928
2.40454,158.1132
2.40536,158.1087
2.40618,158.10767
2.40703,158.11475
2.40787,158.12148
2.40871,158.12965
2.40953,158.12938
2.41035,158.1308
2.41118,158.12737
2.41203,158.14056
2.41288,158.15811
2.41371,158.16632
2.41453,158.16237
2.41535,158.16458
2.41619,158.17784
2.41704,158.19559
2.41788,158.20105
2.41871,158.20369
2.41953,158.20718
2.42035,158.20728
2.42119,158.21788
2.42204,158.23033
2.42287,158.24309
2.42369,158.24364
2.42452,158.25165
2.42536,158.25941
2.42619,158.26126
2.42703,158.28169
2.42786,158.2888
2.4287,158.29341
2.42953,158.3004
2.43036,158.30867
2.43119,158.30962
2.43202,158.295
2.43287,158.32549
2.4337,158.31758
2.43454,158.32407
2.43537,158.32893
2.43618,158.33124
2.43703,158.34453
2.43786,158.34384
2.43871,158.35428
2.43954,158.35332
2.44037,158.3495
2.44119,158.349
2.44203,158.35516
2.44288,158.3685
2.44371,158.36955
2.44454,158.37309
2.44535,158.36699
2.44619,158.37019
2.44703,158.3725
2.44788,158.38792
2.44871,158.38092
2.44953,158.38878
2.45034,158.38289
2.45119,158.39722
2.45203,158.40756
2.45289,158.4332
2.4537,158.42294
2.45453,158.41588
2.45535,158.41527
2.45619,158.42621
2.45704,158.44031
2.45788,158.45036
2.4587,158.43936
2.45952,158.44714
2.46035,158.44879
2.46119,158.45398
2.46204,158.46356
2.46287,158.48186
2.4637,158.47267
2.46453,158.47374
2.46535,158.4738
2.4662,158.50151
2.46704,158.50195
2.46787,158.50136
2.4687,158.51019
2.46953,158.50871
2.47036,158.52502
2.47119,158.52451
2.47203,158.5269
2.47286,158.53491
2.4737,158.5428
2.47454,158.55545
2.47536,158.55582
2.47619,158.55821
2.47702,158.57315
2.47786,158.57254
2.4787,158.58197
2.47954,158.58331
2.48035,158.57635
2.48118,158.58064
2.48203,158.59259
2.48287,158.60861
2.48371,158.61673
2.48454,158.62878
2.48535,158.6176
2.48619,158.6239
2.48703,158.63855
2.48788,158.65114
2.4887,158.6622
2.48953,158.65675
2.49034,158.65875
2.49118,158.66342
2.49203,158.68103
2.49288,158.68834
2.49371,158.68771
2.49453,158.67847
2.49535,158.68753
2.49619,158.69522
2.49704,158.71487
2.49788,158.72025
2.49869,158.73134
2.49953,158.71614
2.50035,158.73309
2.5012,158.7373
2.50204,158.74292
2.50287,158.74747
2.5037,158.74913
2.50453,158.74577
2.50535,158.75615
2.5062,158.76849
2.50704,158.77443
2.50787,158.77419
2.5087,158.77461
2.50953,158.77824
2.51036,158.78787
2.5112,158.79347
2.51203,158.79071
2.51286,158.79691
2.5137,158.80029
2.51454,158.80725
2.51535,158.79828
2.51619,158.80624
2.51702,158.80864
2.51787,158.81741
2.51871,158.83234
2.51954,158.83141
2.52035,158.81648
2.52118,158.82899
2.52203,158.84444
2.52287,158.85973
2.52371,158.86066
2.52454,158.87131
2.52535,158.86275
2.52619,158.87027
2.52703,158.89066
2.52788,158.89252
2.52871,158.90303
2.52953,158.90143
2.53034,158.89803
2.53119,158.91537
2.53203,158.92119
2.53287,158.93922
2.5337,158.93027
2.53452,158.93979
2.53535,158.94577
2.53619,158.951
2.53704,158.97482
2.53787,158.98268
2.5387,158.97974
2.53952,158.98579
2.54035,158.9915
2.5412,159.00626
2.54203,159.01392
2.54287,159.01097
2.54369,159.02644
2.54452,159.03767
2.54536,159.04674
2.5462,159.05005
2.54703,159.06099
2.54787,159.05919
2.5487,159.0816
2.54954,159.08194
2.55036,159.08324
2.5512,159.09207
2.55203,159.09372
2.55287,159.09343
2.5537,159.10052
2.55454,159.10443
2.55536,159.11134
2.55619,159.1076
2.55703,159.12602
2.55787,159.12311
2.5587,159.13293
2.55954,159.13361
2.56035,159.13756
2.56119,159.13474
2.56203,159.15422
2.56288,159.16373
2.56371,159.16388
2.56453,159.16924
2.56535,159.16402
2.56618,159.16167
2.56703,159.17842
2.56788,159.18408
2.5687,159.19525
2.56952,159.1936
2.57034,159.19646
2.57119,159.20818
2.57203,159.22528
2.57288,159.23384
2.5737,159.22462
2.57452,159.23819
2.57535,159.24184
2.5762,159.25365
2.57704,159.27435
2.57787,159.27264
2.5787,159.27771
2.57953,159.28561
2.58036,159.28268
2.58121,159.2979
2.58204,159.30563
2.58287,159.31068
2.58369,159.3145
2.58453,159.33153
2.58536,159.3472
2.5862,159.35507
2.58703,159.35843
2.58786,159.364
2.58869,159.37651
2.58953,159.38411
2.59037,159.39606
2.59119,159.403
2.59202,159.40123
2.59286,159.41341
2.59369,159.42494
2.59454,159.43999
2.59536,159.42894
2.59619,159.43883
2.59702,159.43973
2.59786,159.44794
2.59871,159.46049
2.59954,159.47177
2.60037,159.46542
2.6012,159.46555
2.60202,159.46687
2.60286,159.47055
2.60371,159.48178
2.60454,159.49629
2.60536,159.49806
2.60619,159.49879
2.60703,159.49628
2.60787,159.51083
2.6087,159.51079
2.60954,159.51445
2.61035,159.51649
2.6112,159.52773
2.61204,159.52544
2.61287,159.53799
2.61369,159.54018
2.61452,159.5488
2.61535,159.55347
2.6162,159.57246
2.61703,159.57545
2.61786,159.58542
2.61869,159.58073
2.61952,159.59056
2.62036,159.6035
2.62121,159.60394
2.62204,159.60539
2.62286,159.60776
2.62369,159.61975
2.62453,159.62909
2.62536,159.63857
2.62621,159.65346
2.62703,159.65291
2.62786,159.66505
2.62869,159.67612
2.62953,159.68909
2.63036,159.69716
2.6312,159.7056
2.63203,159.71805
2.63286,159.72237
2.6337,159.73019
2.63454,159.74852
2.63536,159.7393
2.63619,159.74973
2.63703,159.75688
2.63786,159.75717
2.6387,159.76993
2.63953,159.76263
2.64035,159.77461
2.64119,159.78094
2.64203,159.79045
2.64287,159.797
2.64371,159.79454
2.64452,159.77757
2.64535,159.78394
2.64619,159.79218
2.64703,159.80054
2.64787,159.80441
2.6487,159.80533
2.64951,159.80475
2.65035,159.80743
2.65119,159.82458
2.65204,159.83453
2.65287,159.83234
2.6537,159.83922
2.65453,159.83472
2.65536,159.85274
2.65621,159.85197
2.65704,159.87076
2.65787,159.86493
2.65869,159.86687
2.65953,159.87799
2.66037,159.88097
2.66121,159.89363
2.66204,159.89638
2.66286,159.89517
2.66368,159.89897
2.66452,159.91371
2.66536,159.91524
2.66619,159.92778
2.66703,159.92949
2.66786,159.93318
2.6687,159.94537
2.66954,159.944
2.67036,159.94972
2.67119,159.95575
2.67202,159.96323
2.67286,159.97937
2.6737,159.99252
2.67453,159.99413
2.67536,159.99382
2.67618,160.00867
2.67702,160.0182
2.67787,160.02623
2.67871,160.02716
2.67953,160.02974
2.68035,160.03462
2.6812,160.03722
2.68203,160.04704
2.68288,160.06352
2.6837,160.05702
2.68453,160.05847
2.68534,160.06067
2.68619,160.07167
2.68704,160.08498
2.68788,160.09888
2.6887,160.09688
2.68952,160.0894
2.69035,160.11304
2.69119,160.11523
2.69204,160.13768
2.69287,160.14047
2.69369,160.13028
2.69452,160.14606
2.69536,160.14865
2.6962,160.16748
2.69704,160.17122
2.69786,160.1768
2.69869,160.18286
2.69952,160.18486
2.70036,160.19557
2.7012,160.20642
2.70203,160.21506
2.70287,160.21318
2.70369,160.21652
2.70453,160.22783
2.70537,160.2355
2.7062,160.23982
2.70704,160.23781
2.70787,160.24879
2.7087,160.24197
2.70954,160.25661
2.71036,160.25648
2.71119,160.26419
2.71203,160.26439
2.71287,160.28224
2.7137,160.28847
2.71453,160.29019
2.71535,160.29442
2.71619,160.29919
2.71704,160.31418
2.71787,160.3109
2.71871,160.31708
2.71952,160.30554
2.72035,160.31573
2.72119,160.32227
2.72204,160.33907
2.72288,160.3432
2.7237,160.33891
2.72452,160.3439
2.72535,160.34645
2.7262,160.36955
2.72705,160.37198
2.72787,160.37892
2.72869,160.37376
2.72951,160.37254
2.73035,160.38174
2.7312,160.40115
2.73205,160.41142
2.73287,160.40543
2.73369,160.39934
2.7345,160.40363
2.73536,160.40903
2.73621,160.431
2.73704,160.43745
2.73786,160.43858
2.73869,160.44861
2.73951,160.45171
2.74036,160.46233
2.74121,160.48178
2.74204,160.47798
2.74287,160.46953
2.74369,160.47714
2.74452,160.48703
2.74536,160.48741
2.7462,160.49434
2.74703,160.48914
2.74787,160.49197
2.74869,160.49205
2.74952,160.49185
2.75036,160.49532
2.75119,160.48712
2.75203,160.49605
2.75287,160.49774
2.7537,160.50064
2.75452,160.49527
2.75536,160.49399
2.75619,160.50072
2.75703,160.50215
2.75788,160.50705
2.7587,160.50909
2.75952,160.5098
2.76035,160.51668
2.7612,160.52736
2.76204,160.53909
2.76288,160.54616
2.76369,160.54741
2.76451,160.54352
2.76536,160.5535
2.76621,160.56702
2.76705,160.5759
2.76788,160.57425
2.76868,160.56078
2.76952,160.5737
2.77036,160.58189
2.77121,160.59839
2.77205,160.60277
2.77287,160.60307
2.77368,160.60072
2.77452,160.60771
2.77537,160.62453
2.77621,160.64421
2.77705,160.64929
2.77786,160.6368
2.77868,160.64076
2.77952,160.64598
2.78037,160.65559
2.78121,160.67203
2.78204,160.6669
2.78286,160.66971
2.78369,160.67094
2.78453,160.68416
2.78537,160.70345
2.7862,160.68994
2.78704,160.70132
2.78786,160.70509
2.78869,160.70763
2.78953,160.71085
2.79037,160.71611
2.7912,160.71387
2.79203,160.72321
2.79287,160.71957
2.7937,160.73264
2.79453,160.73572
2.79536,160.7359
2.7962,160.75584
2.79704,160.76782
2.79787,160.76747
2.7987,160.77359
2.79952,160.76918
2.80036,160.78926
2.8012,160.80769
2.80204,160.81746
2.80287,160.82082
2.80369,160.8257
2.80451,160.82532
2.80536,160.83855
2.8062,160.85109
2.80705,160.86055
2.80786,160.85696
2.80868,160.86771
2.80951,160.88319
2.81036,160.89899
2.81121,160.91988
2.81205,160.92168
2.81287,160.91716
2.81369,160.92807
2.81452,160.93474
2.81537,160.94933
2.81621,160.96497
2.81704,160.96103
2.81786,160.96892
2.81869,160.96858
2.81953,160.97525
2.82037,160.97165
2.82121,160.98482
2.82204,160.99274
2.82286,160.98857
2.82368,160.98259
2.82453,160.99956
2.82537,161.01392
2.8262,161.01442
2.82703,161.01335
2.82786,161.02356
2.82869,161.01837
2.82953,161.03506
2.83036,161.03618
2.83119,161.04057
2.83203,161.04677
2.83287,161.05579
2.8337,161.05377
2.83452,161.06219
2.83535,161.07458
2.83619,161.07405
2.83704,161.08322
2.83788,161.09138
2.8387,161.09207
2.83952,161.08395
2.84036,161.09178
2.8412,161.10094
2.84205,161.11131
2.84288,161.10355
2.84369,161.10156
2.84451,161.09874
2.84536,161.10793
2.8462,161.11183
2.84705,161.12843
2.84787,161.11263
2.84869,161.11383
2.84951,161.10609
2.85036,161.11732
2.85121,161.12308
2.85204,161.1333
2.85286,161.12474
2.85367,161.12138
2.85451,161.13046
2.85536,161.14931
2.85621,161.15929
2.85703,161.16072
2.85786,161.16289
2.85868,161.16737
2.85952,161.17543
2.86037,161.19514
2.86121,161.21036
2.86203,161.21432
2.86286,161.22821
2.86368,161.23422
2.86453,161.25334
2.86537,161.2623
2.8662,161.26465
2.86704,161.27847
2.86787,161.26997
2.8687,161.2776
2.86954,161.30396
2.87037,161.30983
2.8712,161.31602
2.87204,161.32759
2.87288,161.35843
2.87369,161.36043
2.87453,161.37614
2.87536,161.39407
2.8762,161.40776
2.87704,161.4209
2.87787,161.42877
2.87869,161.43173
2.87951,161.43248
2.88036,161.45084
2.88119,161.45772
2.88205,161.47159
2.88287,161.47079
2.88369,161.45963
2.88452,161.45386
2.88536,161.46739
2.8862,161.45789
2.88705,161.46857
2.88787,161.45444
2.88868,161.4456
2.88952,161.44533
2.89036,161.44876
2.89121,161.46872
2.89205,161.46698
2.89286,161.45117
2.89367,161.44717
2.89452,161.46207
2.89538,161.47922
2.89621,161.47444
2.89704,161.47777
2.89786,161.47835
2.89868,161.47482
2.89953,161.48247
2.90038,161.50024
2.9012,161.50008
2.90203,161.5024
2.90286,161.51089
2.90368,161.5126
2.90452,161.52652
2.90537,161.53972
2.90619,161.5446
2.90703,161.55754
2.90786,161.55937
2.90869,161.56148
2.90953,161.57169
2.91037,161.57001
2.91119,161.57864
2.91203,161.58896
2.91286,161.59253
2.91369,161.58788
2.91452,161.5955
2.91536,161.61197
2.9162,161.62021
2.91704,161.63412
2.91788,161.63934
2.9187,161.63507
2.91952,161.62791
2.92036,161.63828
2.92121,161.64682
2.92204,161.65169
2.92287,161.65219
2.92368,161.64409
2.92452,161.6478
2.92536,161.65372
2.92621,161.66832
2.92705,161.67204
2.92786,161.6716
2.92867,161.66069
2.92952,161.67419
2.93037,161.68974
2.93121,161.70471
2.93204,161.69073
2.93286,161.6992
2.93368,161.6969
2.93453,161.71022
2.93537,161.72749
2.93621,161.7305
2.93704,161.73604
2.93786,161.73595
2.93868,161.73947
2.93953,161.75174
2.94037,161.76567
2.94121,161.76743
2.94203,161.7769
2.94286,161.77534
2.94369,161.78076
2.94454,161.78529
2.94537,161.79427
2.9462,161.79572
2.94703,161.7968
2.94786,161.7972
2.94869,161.80887
2.94953,161.80368
2.95037,161.81534
2.9512,161.82921
2.95204,161.82356
2.95287,161.83226
2.95368,161.83417
2.95452,161.84639
2.95536,161.8495
2.95621,161.87173
2.95704,161.87685
2.95787,161.87984
2.95868,161.87656
2.95952,161.88451
2.96036,161.8961
2.96121,161.90871
2.96204,161.92722
2.96287,161.9247
2.96367,161.91505
2.96452,161.92854
2.96537,161.95071
2.96621,161.96089
2.96704,161.95491
2.96786,161.95049
2.96867,161.94347
2.96952,161.95958
2.97037,161.97955
2.97122,161.98534
2.97204,161.98148
2.97286,161.9799
2.97368,161.97105
2.97452,161.99893
2.97538,162.00542
2.97621,162.01282
2.97703,162.00281
2.97786,162.01274
2.97869,162.01297
2.97954,162.03214
2.98038,162.03842
2.9812,162.03894
2.98203,162.04482
2.98286,162.04608
2.98369,162.04979
2.98453,162.0659
2.98537,162.07988
2.9862,162.08105
2.98703,162.08401
2.98786,162.09006
2.98869,162.11008
2.98953,162.10843
2.99036,162.11951
2.99119,162.13112
2.99204,162.14943
2.99287,162.15941
2.99369,162.15939
2.99452,162.16441
2.99536,162.17647
2.9962,162.18526
2.99704,162.19496
2.99787,162.1996
2.99868,162.20111
2.99952,162.21643
3.00036,162.23141
3.0012,162.24883
3.00204,162.25874
3.00287,162.26425
3.00368,162.25826
3.00453,162.27428
3.00537,162.27907
3.00621,162.29572
3.00704,162.30029
3.00786,162.29439
3.00868,162.30159
3.00952,162.30882
3.01037,162.33231
3.01121,162.33511
3.01203,162.33119
3.01285,162.32793
3.01368,162.32997
3.01453,162.34753
3.01537,162.35219
3.01621,162.36607
3.01703,162.35333
3.01786,162.36646
3.01868,162.35666
3.01953,162.37479
3.02037,162.38235
3.0212,162.38985
3.02203,162.39211
3.02286,162.39896
3.02369,162.39771
3.02454,162.41942
3.02537,162.42694
3.0262,162.42572
3.02704,162.43433
3.02787,162.43475
3.0287,162.44621
3.02954,162.45482
3.03036,162.45105
3.0312,162.45807
3.03204,162.4604
3.03287,162.47021
3.03369,162.46318
3.03452,162.47061
3.03536,162.46933
3.0362,162.48311
3.03704,162.49161
3.03787,162.485
3.03868,162.48625
3.03952,162.49417
3.04036,162.50479
3.0412,162.51413
3.04205,162.5201
3.04287,162.51654
3.04368,162.51035
3.04452,162.52394
3.04536,162.54233
3.04621,162.55573
3.04704,162.56682
3.04786,162.56219
3.04867,162.562
3.04953,162.59602
3.05037,162.60855
3.05121,162.60913
3.05204,162.61266
3.05286,162.61641
3.05368,162.61411
3.05453,162.61618
3.05537,162.64343
3.0562,162.64052
3.05703,162.64267
3.05786,162.64201
3.05869,162.64445
3.05953,162.65463
3.06037,162.66785
3.0612,162.6624
3.06203,162.67458
3.06286,162.6705
3.06369,162.67911
3.06453,162.68726
3.06536,162.69077
3.06619,162.69405
3.06703,162.70142
3.06786,162.71194
3.06869,162.72072
3.06952,162.72163
3.07036,162.73508
3.07119,162.75589
3.07203,162.76167
3.07287,162.7774
3.07368,162.76958
3.07452,162.78235
3.07536,162.79121
3.07621,162.79909
3.07705,162.81377
3.07787,162.80524
3.07869,162.80457
3.07953,162.80219
3.08037,162.81456
3.0812,162.83115
3.08205,162.83809
3.08287,162.83986
3.08369,162.83127
3.08452,162.84082
3.08538,162.86263
3.08621,162.86911
3.08704,162.87091
3.08785,162.87126
3.08868,162.86816
3.08953,162.8777
3.09037,162.88405
3.09121,162.88533
3.09203,162.89368
3.09285,162.88348
3.09368,162.89035
3.09453,162.90627
3.09537,162.92889
3.0962,162.93401
3.09703,162.93402
3.09785,162.93654
3.09869,162.93706
3.09954,162.95401
3.10038,162.95883
3.1012,162.95503
3.10202,162.95743
3.10285,162.96753
3.10369,162.96014
3.10454,162.98746
3.10537,162.98711
3.1062,163.00032
3.10703,163.0014
3.10786,163.00839
3.1087,163.01181
3.10953,163.01395
3.11037,163.02
3.1112,163.03108
3.11204,163.03191
3.11287,163.03885
3.11369,163.03426
3.11452,163.04303
3.11536,163.05879
3.1162,163.0592
3.11703,163.06975
3.11786,163.07106
3.11868,163.07764
3.11952,163.09818
3.12036,163.10904
3.12121,163.12596
3.12204,163.1387
3.12285,163.12488
3.12368,163.12294
3.12453,163.14502
3.12537,163.1505
3.12621,163.16449
3.12703,163.16254
3.12785,163.15411
3.12868,163.16737
3.12953,163.17761
3.13038,163.18813
3.13121,163.19733
3.13203,163.18304
3.13285,163.1864
3.13369,163.19342
3.13453,163.20515
3.13538,163.21455
3.13621,163.21065
3.13703,163.20166
3.13785,163.20717
3.1387,163.2218
3.13954,163.23619
3.14037,163.24309
3.1412,163.24278
3.14202,163.2462
3.14285,163.26205
3.1437,163.27649
3.14453,163.29298
3.14536,163.29088
3.1462,163.29713
3.14703,163.30276
3.14787,163.32028
3.14869,163.32053
3.14953,163.32787
3.15036,163.33551
3.1512,163.34959
3.15203,163.3486
3.15287,163.35689
3.15369,163.35161
3.15452,163.36118
3.15536,163.371
3.15621,163.3855
3.15704,163.38834
3.15787,163.38184
3.15868,163.38986
3.15952,163.39352
3.16037,163.4053
3.16121,163.41267
3.16204,163.41508
3.16286,163.40005
3.16369,163.40852
3.16453,163.41615
3.16538,163.42201
3.16621,163.42889
3.16703,163.42874
3.16785,163.4221
3.16868,163.4267
3.16953,163.44038
3.17037,163.45328
3.1712,163.45102
3.17203,163.45148
3.17285,163.44777
3.17368,163.45761
3.17453,163.46844
3.17538,163.47838
3.1762,163.47617
3.17702,163.48087
3.17785,163.47928
3.1787,163.48401
3.17954,163.48659
3.18037,163.49501
3.18119,163.49698
3.18203,163.4911
3.18286,163.48949
3.1837,163.49782
3.18453,163.49634
3.18537,163.49919
3.1862,163.50539
3.18703,163.50099
3.18787,163.50728
3.1887,163.50543
3.18952,163.51137
3.19036,163.5224
3.1912,163.53113
3.19204,163.53841
3.19287,163.52933
3.19369,163.53067
3.19452,163.5423
3.19537,163.54234
3.19621,163.55432
3.19704,163.55461
3.19786,163.55623
3.19868,163.56175
3.19952,163.56068
3.20037,163.57588
3.20121,163.58153
3.20204,163.5786
3.20285,163.56992
3.20369,163.58557
3.20453,163.59953
3.20537,163.61284
3.20621,163.61433
3.20703,163.61479
3.20785,163.61256
3.20868,163.62325
3.20953,163.63557
3.21038,163.65628
3.2112,163.65041
3.21203,163.65759
3.21284,163.64514
3.21369,163.66878
3.21454,163.6804
3.21538,163.68365
3.2162,163.68257
3.21703,163.69608
3.21786,163.68977
3.21869,163.7094
3.21954,163.71532
3.22037,163.71648
3.2212,163.72342
3.22203,163.72514
3.22286,163.73691
3.2237,163.75137
3.22453,163.75703
3.22536,163.75848
3.22619,163.77762
3.22703,163.7798
3.22786,163.79051
3.22869,163.79179
3.22952,163.81058
3.23036,163.80783
3.2312,163.81653
3.23204,163.82965
3.23286,163.82697
3.23369,163.82722
3.23452,163.82292
3.23537,163.84483
3.23621,163.84712
3.23704,163.86247
3.23785,163.84853
3.23869,163.85553
3.23953,163.86726
3.24037,163.88805
3.24121,163.89883
3.24204,163.91307
3.24285,163.89584
3.2437,163.90395
3.24454,163.9165
3.24538,163.93373
3.24621,163.92351
3.24703,163.92743
3.24784,163.92252
3.24869,163.94795
3.24953,163.96007
3.25038,163.96069
3.2512,163.9583
3.25202,163.95341
3.25285,163.96266
3.25369,163.97072
3.25454,163.98138
3.25538,163.98271
3.2562,163.97763
3.25702,163.97714
3.25785,163.97818
3.2587,164.007
3.25953,163.99826
3.26037,164.00116
3.26118,163.99759
3.26203,164.01065
3.26286,164.01173
3.2637,164.01851
3.26453,164.03195
3.26537,164.03485
3.2662,164.0347
3.26704,164.0359
3.26786,164.03346
3.2687,164.03104
3.26953,164.03877
3.27037,164.04503
3.2712,164.04697
3.27205,164.05704
3.27286,164.04303
3.27369,164.04698
3.27453,164.05399
3.27537,164.06532
3.2762,164.05455
3.27704,164.07587
3.27785,164.06102
3.27868,164.07362
3.27953,164.08017
3.28037,164.09013
3.28121,164.08917
3.28203,164.08655
3.28284,164.08524
3.28368,164.10075
3.28453,164.11668
3.28537,164.11803
3.2862,164.12569
3.28702,164.12599
3.28785,164.12956
3.28869,164.14577
3.28954,164.16043
3.29038,164.16597
3.2912,164.17181
3.29203,164.17236
3.29285,164.1817
3.2937,164.18187
3.29455,164.19141
3.29537,164.20406
3.2962,164.19553
3.29703,164.20226
3.29786,164.21075
3.29871,164.22255
3.29954,164.22679
3.30037,164.22639
3.30119,164.22675
3.30203,164.23077
3.30286,164.23628
3.3037,164.25336
3.30453,164.25471
3.30537,164.24518
3.3062,164.24579
3.30704,164.26318
3.30786,164.26634
3.30869,164.27174
3.30953,164.2718
3.31036,164.29138
3.3112,164.29431
3.31204,164.30661
3.31285,164.30309
3.31369,164.30763
3.31453,164.31577
3.31537,164.32204
3.31621,164.3336
3.31704,164.32716
3.31785,164.32709
3.31869,164.3391
3.31953,164.34889
3.32037,164.35815
3.32121,164.36435
3.32203,164.36487
3.32285,164.36928
3.32369,164.3765
3.32454,164.39111
3.32538,164.40399
3.3262,164.39462
3.32702,164.39699
3.32785,164.39815
3.32869,164.40945
3.32954,164.4212
3.33037,164.43109
3.33119,164.43904
3.33202,164.44038
3.33285,164.44398
3.33369,164.45976
3.33454,164.47331
3.33537,164.47934
3.33619,164.48447
3.33702,164.48573
3.33785,164.48935
3.3387,164.50035
3.33954,164.50487
3.34036,164.5023
3.3412,164.51099
3.34203,164.51588
3.34286,164.51994
3.3437,164.52435
3.34453,164.52341
3.34537,164.53432
3.3462,164.54773
3.34703,164.54556
3.34786,164.54622
3.3487,164.54488
3.34953,164.54588
3.35037,164.5482
3.35121,164.57048
3.35204,164.56456
3.35286,164.55991
3.35369,164.57401
3.35453,164.57413
3.35537,164.59074
3.3562,164.59587
3.35703,164.6037
3.35784,164.60243
3.35869,164.62132
3.35953,164.63107
3.36038,164.64006
3.36121,164.6512
3.36202,164.6479
3.36285,164.65558
3.36369,164.66479
3.36454,164.67679
3.36538,164.69592
3.3662,164.69333
3.36702,164.6821
3.36785,164.6926
3.36869,164.69836
3.36955,164.71266
3.37038,164.71243
3.3712,164.70003
3.37201,164.70847
3.37286,164.71809
3.3737,164.72316
3.37455,164.73772
3.37537,164.7363
3.37619,164.74088
3.37702,164.73088
3.37786,164.74535
3.37871,164.74939
3.37954,164.76572
3.38036,164.76111
3.38119,164.76926
3.38202,164.7733
3.38286,164.78778
3.38369,164.79207
3.38452,164.7908
3.38536,164.80859
3.38619,164.81305
3.38703,164.81047
3.38786,164.81296
3.3887,164.82312
3.38953,164.82703
3.39037,164.83842
3.3912,164.83739
3.39203,164.83513
3.39285,164.83788
3.39369,164.85818
3.39453,164.86005
3.39537,164.86794
3.39621,164.88499
3.39703,164.88301
3.39785,164.87854
3.3987,164.89265
3.39954,164.90652
3.40038,164.91644
3.4012,164.91284
3.40202,164.91609
3.40285,164.92537
3.4037,164.93698
3.40454,164.95882
3.40538,164.96094
3.4062,164.96289
3.40701,164.95749
3.40785,164.9861
3.4087,164.99794
3.40955,165.01619
3.41037,165.00877
3.41119,165.01314
3.41202,165.02374
3.41285,165.0349
3.41371,165.04694
3.41454,165.06006
3.41537,165.05382
3.41619,165.06021
3.41701,165.0584
3.41786,165.08029
3.41871,165.08766
3.41954,165.09558
3.42036,165.09639
3.4212,165.09987
3.42202,165.10225
3.42287,165.11934
3.4237,165.1272
3.42454,165.12434
3.42537,165.12592
3.4262,165.13077
3.42703,165.13815
3.42786,165.13403
3.42869,165.14664
3.42953,165.16237
3.43037,165.17107
3.4312,165.17513
3.43203,165.18277
3.43286,165.18234
3.43369,165.18185
3.43454,165.20343
3.43537,165.20505
3.43621,165.21959
3.43702,165.21289
3.43784,165.21356
3.43869,165.22728
3.43954,165.23569
3.44037,165.24074
3.44121,165.25742
3.44201,165.25159
3.44285,165.25529
3.4437,165.27293
3.44454,165.28682
3.44537,165.27669
3.4462,165.29167
3.44701,165.28241
3.44785,165.29784
3.4487,165.31447
3.44955,165.32947
3.45037,165.3338
3.45119,165.32977
3.45201,165.32617
3.45286,165.34459
3.45371,165.36496
3.45454,165.37613
3.45536,165.37631
3.45619,165.37271
3.45702,165.37926
3.45787,165.388
3.45872,165.40741
3.45954,165.39954
3.46036,165.40163
3.46119,165.40941
3.46202,165.40404
3.46287,165.42194
3.4637,165.42789
3.46454,165.43294
3.46536,165.43394
3.4662,165.44347
3.46703,165.45551
3.46786,165.4576
3.4687,165.46306
3.46953,165.46599
3.47036,165.4805
3.47121,165.49356
3.47202,165.49239
3.47286,165.49588
3.47369,165.50906
3.47453,165.52303
3.47537,165.52089
3.4762,165.53529
3.47702,165.54404
3.47785,165.55876
3.47869,165.57796
3.47954,165.60141
3.48037,165.61891
3.4812,165.63254
3.48201,165.62787
3.48286,165.64635
3.4837,165.66548
3.48455,165.67638
3.48538,165.68655
3.48619,165.67847
3.48701,165.68088
3.48785,165.69844
3.4887,165.71323
3.48954,165.72659
3.49036,165.72227
3.49119,165.72975
3.49201,165.724
3.49286,165.74149
3.49371,165.75287
3.49454,165.75389
3.49536,165.74379
